Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,year
41,Victor Claver,SF,25,POR,2,0,7,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,29.0,.000,0.0,36.2,36.2,0.0,0.0,0.0,7.2,0.0,0.0,0,97,-9.7,.000,,,0.0,76.7,38.7,0.0,0.0,0.0,36.2,17.3,-0.1,0.0,-0.1,-0.421,-12.8,-1.7,-14.6,0.0,2014
42,Norris Cole,PG,25,MIA,20,0,404,4.4,10.7,.410,2.1,5.5,.375,2.3,5.2,.447,1.8,2.1,.867,0.1,2.9,3.0,5.0,1.2,0.1,2.6,4.7,12.7,102,115,7.3,.544,.513,.192,0.3,6.7,3.6,13.5,1.2,0.2,18.3,13.1,0.1,0.1,0.2,.021,-2.2,-1.1,-3.2,-0.1,2014
43,Darren Collison,PG,26,LAC,13,0,249,7.0,18.1,.389,0.2,2.4,.083,6.8,15.7,.436,7.8,9.0,.867,2.0,3.4,5.4,6.2,1.2,0.2,2.4,3.4,22.1,110,116,13.9,.501,.133,.500,4.4,8.1,6.2,18.3,1.2,0.3,9.9,21.2,0.3,0.0,0.4,.070,0.5,-1.3,-0.7,0.1,2014
44,Nick Collison,PF,33,OKC,17,2,183,3.4,8.2,.414,0.6,1.4,.400,2.8,6.8,.417,2.0,2.8,.700,3.4,7.4,10.8,3.7,1.1,2.0,1.7,8.0,9.4,111,109,9.4,.494,.172,.345,7.8,15.3,11.8,10.5,1.1,2.9,15.2,9.8,0.1,0.2,0.3,.084,-1.9,1.6,-0.3,0.1,2014
45,Mike Conley,PG,26,MEM,7,7,267,8.9,20.6,.431,0.6,5.5,.111,8.3,15.2,.547,4.0,5.3,.769,1.0,5.5,6.5,11.1,2.8,0.2,3.0,2.8,22.5,105,108,17.7,.489,.265,.255,2.0,11.9,6.7,37.0,2.8,0.3,11.7,22.1,0.2,0.3,0.5,.088,2.0,1.9,3.9,0.4,2014
46,Chris Copeland,SF,29,IND,12,0,82,8.0,18.6,.429,4.0,10.6,.375,4.0,8.0,.500,4.0,6.0,.667,0.7,2.7,3.3,0.7,2.0,2.0,3.3,8.6,23.9,98,105,10.6,.563,.571,.321,1.5,5.8,3.7,2.2,2.0,3.4,13.5,22.0,0.0,0.1,0.1,.055,-1.2,-1.1,-2.3,0.0,2014
47,Jamal Crawford,SG,33,LAC,13,0,313,10.9,27.3,.398,4.3,12.6,.342,6.6,14.7,.446,6.2,7.0,.886,0.8,2.2,3.0,4.2,1.9,0.3,2.4,3.8,32.3,109,115,16.7,.531,.462,.257,1.8,5.3,3.5,13.8,1.9,0.5,7.3,28.5,0.4,0.1,0.5,.079,3.7,-1.1,2.6,0.4,2014
48,Jordan Crawford,SG,25,GSW,6,0,57,10.5,28.8,.364,1.7,6.1,.286,8.7,22.7,.385,9.6,12.2,.786,3.5,4.4,7.8,1.7,0.9,0.0,4.4,6.1,32.3,96,118,11.0,.472,.212,.424,7.9,10.3,9.1,6.0,0.9,0.0,11.3,33.0,0.0,0.0,0.0,-0.037,-2.0,-3.4,-5.4,0.0,2014
49,Jae Crowder,SF,23,DAL,7,0,81,5.2,11.6,.444,1.9,4.5,.429,3.2,7.1,.455,0.0,0.0,,2.6,5.2,7.7,1.3,1.3,0.6,1.9,8.4,12.2,103,113,6.9,.528,.389,.000,5.3,12.5,8.6,3.4,1.3,1.0,14.3,11.7,0.0,0.0,0.1,.034,-3.0,0.5,-2.5,0.0,2014
50,Stephen Curry,PG,25,GSW,7,7,296,8.6,19.5,.440,3.7,9.6,.386,4.9,9.9,.492,6.2,7.1,.881,0.7,3.5,4.2,9.9,2.0,0.2,4.4,3.0,27.0,119,116,18.8,.599,.491,.362,1.5,8.3,4.8,31.9,2.0,0.3,16.2,23.1,0.8,0.0,0.8,.131,4.3,0.2,4.4,0.5,2014
51,Samuel Dalembert,C,32,DAL,7,7,135,4.3,9.3,.458,0.0,0.0,,4.3,9.3,.458,3.9,5.8,.667,8.9,13.9,22.8,0.0,0.8,3.9,1.5,5.8,12.4,121,106,17.2,.523,.000,.625,18.4,33.8,25.5,0.0,0.8,6.0,11.6,11.6,0.2,0.2,0.4,.146,0.4,-0.1,0.4,0.1,2014
52,Troy Daniels,SG,22,HOU,4,0,68,6.8,12.9,.529,6.1,11.4,.533,0.8,1.5,.500,3.8,3.8,1.000,2.3,4.6,6.8,0.8,1.5,0.0,1.5,7.6,23.6,158,117,17.5,.807,.882,.294,4.7,10.0,7.3,2.2,1.5,0.0,9.4,13.3,0.3,0.0,0.3,.209,3.8,1.2,5.0,0.1,2014
53,Ed Davis,PF,24,MEM,7,0,25,6.5,21.6,.300,0.0,0.0,,6.5,21.6,.300,0.0,2.2,.000,17.3,15.1,32.4,0.0,2.2,6.5,4.3,4.3,13.0,80,96,16.9,.287,.000,.100,34.2,32.9,33.6,0.0,2.2,10.4,16.1,22.9,-0.1,0.1,0.0,-0.028,-2.4,-2.5,-4.9,0.0,2014
54,Glen Davis,PF,28,LAC,13,0,158,7.9,13.0,.610,0.0,0.0,,7.9,13.0,.610,0.0,0.0,,4.4,7.0,11.4,2.8,0.9,0.9,2.2,7.6,15.8,118,113,13.1,.610,.000,.000,9.8,16.6,13.1,8.6,0.9,1.6,14.6,13.2,0.2,0.1,0.3,.097,-0.6,0.8,0.2,0.1,2014
55,Austin Daye,SF,25,SAS,1,0,6,0.0,17.3,.000,0.0,0.0,,0.0,17.3,.000,0.0,0.0,,0.0,8.6,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0,108,-11.5,.000,.000,.000,0.0,19.0,9.8,0.0,0.0,0.0,0.0,15.5,0.0,0.0,0.0,-0.315,-12.0,-6.7,-18.7,0.0,2014
56,Nando De Colo,SF,26,TOR,1,0,4,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,13.5,13.5,0.0,0.0,0.0,0.0,27.0,0.0,,108,-5.4,,,,0.0,29.3,15.2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.051,-17.6,2.6,-15.0,0.0,2014
57,DeMar DeRozan,SG,24,TOR,7,7,282,8.6,22.4,.385,1.1,3.4,.333,7.5,19.0,.394,13.6,15.1,.899,0.6,5.0,5.6,4.8,1.5,0.4,3.4,4.4,32.0,113,111,18.2,.550,.154,.675,1.3,10.8,6.3,17.0,1.5,0.6,10.6,28.3,0.6,0.2,0.8,.136,2.3,-0.2,2.1,0.3,2014
58,Boris Diaw,PF,31,SAS,23,3,604,6.9,13.7,.500,1.5,3.9,.400,5.3,9.9,.539,2.8,4.1,.688,2.1,7.4,9.5,6.7,1.2,0.3,2.5,3.8,18.1,118,106,15.3,.582,.281,.300,5.0,16.3,10.8,18.7,1.2,0.4,13.8,16.2,1.1,0.8,2.0,.155,1.9,1.9,3.8,0.9,2014
59,Toney Douglas,PG,27,MIA,10,0,29,5.8,17.3,.333,5.8,11.5,.500,0.0,5.8,.000,1.9,3.8,.500,1.9,5.8,7.7,9.6,0.0,0.0,1.9,5.8,19.2,115,116,12.9,.506,.667,.222,4.8,13.3,9.2,27.2,0.0,0.0,9.2,19.2,0.1,0.0,0.1,.096,3.9,-1.1,2.8,0.0,2014
60,Chris Douglas-Roberts,SF,27,CHA,4,0,70,8.3,12.1,.688,3.0,6.1,.500,5.3,6.1,.875,9.1,10.6,.857,1.5,4.5,6.1,1.5,0.0,0.0,3.0,8.3,28.8,144,117,18.9,.857,.500,.875,3.5,11.2,7.2,5.2,0.0,0.0,15.3,17.8,0.3,0.0,0.3,.211,1.8,1.2,3.1,0.1,2014
61,Jared Dudley,SF,28,LAC,7,0,45,3.3,12.2,.273,3.3,6.7,.500,0.0,5.6,.000,0.0,0.0,,0.0,6.7,6.7,2.2,1.1,0.0,0.0,5.6,10.0,97,114,4.3,.409,.545,.000,0.0,15.9,7.6,5.9,1.1,0.0,0.0,10.6,0.0,0.0,0.0,.011,-2.7,-0.5,-3.2,0.0,2014
62,Tim Duncan*,C,37,SAS,23,23,752,10.3,19.6,.523,0.0,0.1,.000,10.3,19.5,.527,5.2,6.9,.760,4.5,10.1,14.5,3.1,0.5,2.0,1.8,3.6,25.8,120,104,21.1,.568,.007,.351,10.4,22.2,16.4,9.6,0.5,3.1,7.3,21.9,2.0,1.2,3.2,.204,2.5,0.7,3.1,1.0,2014
63,Mike Dunleavy,SF,33,CHI,5,5,163,8.6,18.2,.472,4.1,8.9,.462,4.5,9.3,.481,1.4,2.1,.667,1.7,4.5,6.2,4.1,1.0,0.3,1.7,2.4,22.7,118,111,15.5,.593,.491,.113,3.4,9.5,6.4,14.0,1.0,0.5,8.2,17.9,0.3,0.1,0.4,.123,3.1,0.8,3.9,0.2,2014
64,Kevin Durant,SF,25,OKC,19,19,815,12.4,26.9,.460,2.7,8.0,.344,9.6,19.0,.508,8.4,10.4,.810,1.6,9.3,10.8,4.8,1.2,1.6,4.6,2.6,35.9,110,108,22.6,.570,.296,.386,3.7,19.1,11.8,18.3,1.2,2.3,12.7,31.6,1.5,0.9,2.5,.145,6.1,0.4,6.4,1.7,2014
65,Wayne Ellington,SG,26,DAL,2,0,14,7.5,22.4,.333,7.5,22.4,.333,0.0,0.0,,7.5,7.5,1.000,0.0,7.5,7.5,7.5,0.0,0.0,7.5,3.7,29.8,102,116,13.0,.581,1.000,.333,0.0,18.1,8.3,21.2,0.0,0.0,22.5,28.6,0.0,0.0,0.0,.023,2.0,-2.0,-0.1,0.0,2014
66,Monta Ellis,SG,28,DAL,7,7,249,10.9,26.6,.409,2.5,7.1,.353,8.4,19.5,.430,5.7,6.5,.871,1.3,2.3,3.6,4.2,1.9,0.2,3.1,4.0,30.0,104,114,15.4,.508,.268,.244,2.6,5.6,4.0,13.2,1.9,0.3,9.6,28.2,0.2,0.1,0.3,.048,1.2,-0.9,0.3,0.1,2014
67,Landry Fields,SF,25,TOR,3,0,26,0.0,4.2,.000,0.0,0.0,,0.0,4.2,.000,0.0,0.0,,4.2,10.4,14.5,2.1,8.3,2.1,2.1,4.2,0.0,55,91,11.0,.000,.000,.000,9.8,22.5,16.4,5.6,8.3,3.5,33.3,5.4,0.0,0.1,0.0,.062,-1.2,9.1,8.0,0.1,2014
68,Derek Fisher,SG,39,OKC,19,0,299,4.0,12.7,.315,2.1,7.1,.293,1.9,5.6,.344,2.6,2.6,1.000,1.0,4.7,5.7,2.8,2.3,0.0,1.0,4.7,12.7,104,110,7.9,.459,.562,.205,2.4,9.7,6.2,8.0,2.3,0.0,7.0,13.1,0.1,0.3,0.3,.053,-2.3,1.0,-1.3,0.0,2014
69,Jamaal Franklin,SG,22,MEM,2,0,4,0.0,27.0,.000,0.0,0.0,,0.0,27.0,.000,13.5,27.0,.500,0.0,13.5,13.5,0.0,0.0,0.0,0.0,0.0,13.5,42,108,-11.1,.174,.000,1.000,0.0,29.4,14.0,0.0,0.0,0.0,0.0,33.1,0.0,0.0,0.0,-0.428,-13.7,-7.6,-21.3,0.0,2014
70,Joel Freeland,C,26,POR,9,0,24,0.0,6.3,.000,0.0,0.0,,0.0,6.3,.000,2.1,4.2,.500,8.5,8.5,16.9,2.1,2.1,2.1,8.5,14.8,2.1,48,109,-3.5,.129,.000,.667,18.3,17.9,18.1,5.4,2.1,3.0,50.8,14.4,-0.1,0.0,-0.1,-0.214,-11.7,-0.6,-12.3,-0.1,2014
71,Francisco García,SF,32,HOU,2,0,22,4.7,14.1,.333,0.0,7.1,.000,4.7,7.1,.667,7.1,9.4,.750,2.4,2.4,4.7,0.0,0.0,0.0,0.0,7.1,16.5,113,122,6.3,.451,.500,.667,4.9,5.1,5.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,.028,-3.0,-1.5,-4.4,0.0,2014
72,Kevin Garnett*,C,37,BRK,12,12,250,7.3,14.0,.524,0.0,0.4,.000,7.3,13.6,.541,3.8,5.1,.739,4.2,12.7,16.9,3.6,2.0,1.1,2.9,5.6,18.4,113,107,17.2,.568,.032,.365,9.1,30.3,19.2,10.8,2.0,1.9,15.1,16.8,0.3,0.3,0.6,.123,0.5,1.8,2.3,0.3,2014
73,Marc Gasol,C,29,MEM,7,7,299,8.5,21.0,.405,0.0,0.2,.000,8.5,20.8,.409,4.9,6.1,.794,2.3,7.4,9.8,5.6,2.2,1.1,2.2,4.9,21.9,101,107,14.7,.462,.009,.293,4.6,16.1,10.1,18.4,2.2,1.7,8.4,22.0,0.0,0.4,0.4,.065,0.4,1.9,2.4,0.3,2014
74,Paul George,SF,23,IND,19,19,781,9.6,21.9,.438,3.6,9.0,.403,6.0,12.9,.462,7.0,8.9,.789,0.9,9.2,10.1,5.1,2.9,0.5,3.4,3.9,29.8,111,101,20.5,.578,.410,.406,2.1,20.0,11.2,17.8,2.9,0.8,11.7,26.3,1.3,1.5,2.7,.169,3.3,2.5,5.9,1.6,2014
75,Taj Gibson,PF,28,CHI,5,0,154,11.7,20.8,.561,0.0,0.0,,11.7,20.8,.561,9.8,13.1,.750,7.6,3.6,11.3,0.7,0.7,4.4,2.9,4.4,33.1,124,108,26.5,.625,.000,.632,15.3,7.8,11.6,2.8,0.7,6.0,9.9,25.3,0.5,0.2,0.7,.221,5.0,1.4,6.4,0.3,2014
76,Manu Ginóbili*,SG,36,SAS,23,0,586,9.2,20.9,.439,3.6,9.3,.390,5.6,11.7,.477,7.2,8.3,.862,0.8,5.8,6.6,8.4,3.2,0.2,4.6,5.3,29.2,113,103,20.3,.593,.443,.397,1.8,12.9,7.5,25.1,3.2,0.3,15.7,26.2,1.2,1.0,2.2,.184,2.9,2.4,5.3,1.1,2014
77,Drew Gooden,C,32,WAS,10,0,146,5.2,14.2,.368,0.0,1.5,.000,5.2,12.7,.412,2.2,3.0,.750,7.5,8.2,15.7,1.5,1.1,1.5,1.5,11.2,12.7,101,101,9.5,.409,.105,.211,15.8,17.5,16.7,4.5,1.1,2.2,8.8,14.7,0.0,0.3,0.3,.097,-4.1,-1.6,-5.7,-0.1,2014
78,Marcin Gortat,C,29,WAS,11,11,382,8.3,16.9,.492,0.0,0.0,,8.3,16.9,.492,3.9,5.9,.659,5.2,10.4,15.6,2.3,0.7,2.0,2.9,3.1,20.5,106,101,16.3,.526,.000,.347,10.9,22.2,16.5,7.5,0.7,3.0,12.8,19.3,0.3,0.8,1.0,.130,1.1,-0.4,0.7,0.3,2014
79,Danny Granger,SF,30,LAC,13,0,134,4.1,14.9,.275,1.9,8.2,.227,2.2,6.7,.333,2.6,3.4,.778,0.7,6.7,7.5,1.1,2.2,0.4,1.1,9.0,12.7,84,111,3.6,.387,.550,.225,1.6,16.0,8.6,3.0,2.2,0.6,6.4,15.2,-0.2,0.1,-0.1,-0.025,-5.9,-0.8,-6.7,-0.2,2014
80,Danny Green,SG,26,SAS,23,23,529,7.6,15.6,.491,4.7,9.9,.475,2.9,5.7,.517,0.9,1.1,.818,0.9,5.9,6.8,2.1,3.1,1.7,2.0,4.9,20.9,118,101,16.5,.650,.635,.069,2.0,13.0,7.6,5.9,3.1,2.6,10.9,16.1,0.9,1.0,1.9,.172,2.5,3.7,6.2,1.1,2014
81,Draymond Green,SF,23,GSW,7,4,228,6.1,13.1,.467,1.7,6.3,.276,4.4,6.8,.645,4.1,5.2,.792,3.9,8.7,12.6,4.4,2.6,2.6,3.7,7.2,18.1,112,109,16.2,.588,.483,.400,8.9,20.5,14.6,13.0,2.6,4.5,19.4,16.4,0.3,0.2,0.5,.109,0.9,4.2,5.0,0.4,2014
82,Willie Green,SG,32,LAC,5,0,19,2.6,13.2,.200,2.6,10.5,.250,0.0,2.6,.000,5.3,5.3,1.000,0.0,18.4,18.4,2.6,7.9,0.0,2.6,7.9,13.2,86,90,12.8,.425,.800,.400,0.0,43.9,21.1,6.9,7.9,0.0,14.5,15.7,0.0,0.1,0.0,.094,-4.6,7.1,2.5,0.0,2014
83,Blake Griffin,PF,24,LAC,13,13,478,12.2,24.5,.500,0.1,0.7,.143,12.1,23.8,.511,7.4,10.0,.740,3.7,6.4,10.0,5.2,1.7,1.5,3.2,5.7,32.0,114,111,21.7,.554,.030,.410,8.1,15.2,11.5,18.2,1.7,2.5,10.1,27.9,1.1,0.3,1.4,.143,3.9,0.5,4.4,0.8,2014
84,Jorge Gutiérrez,PG,25,BRK,2,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,37.0,74.1,.500,18.5,0.0,18.5,0.0,0.0,0.0,0.0,0.0,37.0,139,120,33.7,.568,,,40.1,0.0,21.0,0.0,0.0,0.0,0.0,28.7,0.0,0.0,0.0,.361,11.3,-3.3,8.0,0.0,2014
85,Tyler Hansbrough,PF,28,TOR,3,0,29,1.9,5.6,.333,0.0,0.0,,1.9,5.6,.333,9.3,11.2,.833,3.7,7.5,11.2,1.9,0.0,0.0,3.7,14.9,13.0,111,113,5.2,.621,.000,2.000,8.7,16.1,12.6,5.3,0.0,0.0,26.2,12.4,0.0,0.0,0.0,.070,-6.7,-0.4,-7.1,0.0,2014
86,James Harden,SG,24,HOU,6,6,263,9.8,26.2,.376,3.1,10.6,.296,6.7,15.5,.430,8.9,9.8,.900,1.0,4.5,5.5,6.9,2.4,0.2,4.1,4.1,31.7,112,115,18.3,.519,.406,.376,2.0,9.9,5.9,21.5,2.4,0.3,11.9,28.5,0.5,0.1,0.6,.111,4.0,0.2,4.2,0.4,2014
87,Al Harrington,PF,33,WAS,7,0,59,5.6,13.9,.400,0.0,6.5,.000,5.6,7.4,.750,4.6,6.5,.714,0.9,13.9,14.8,0.0,2.8,0.0,3.7,13.0,15.8,82,96,5.2,.470,.467,.467,2.0,29.6,15.7,0.0,2.8,0.0,18.1,17.7,-0.1,0.1,0.0,.037,-8.7,1.4,-7.2,-0.1,2014
88,Devin Harris,PG,30,DAL,7,0,176,9.2,19.6,.470,3.3,7.4,.440,5.9,12.2,.488,2.1,2.4,.875,0.3,4.7,5.0,8.0,0.6,0.6,3.3,3.9,23.7,113,115,15.7,.575,.379,.121,0.6,11.5,5.6,24.0,0.6,0.9,13.7,20.6,0.3,0.0,0.3,.092,2.8,-0.4,2.4,0.2,2014
89,Udonis Haslem,PF,33,MIA,16,6,169,5.6,12.2,.459,0.0,0.0,,5.6,12.2,.459,2.0,3.3,.600,4.0,9.6,13.5,1.3,0.3,1.0,0.3,9.2,13.2,113,112,9.8,.483,.000,.270,9.8,22.1,16.2,3.7,0.3,1.7,2.4,12.8,0.2,0.1,0.3,.084,-2.4,-1.4,-3.8,-0.1,2014
90,Chuck Hayes,C,30,TOR,5,0,38,2.8,11.4,.250,0.0,0.0,,2.8,11.4,.250,2.8,2.8,1.000,5.7,5.7,11.4,2.8,4.3,0.0,1.4,7.1,8.5,95,105,9.1,.338,.000,.250,13.3,12.3,12.8,8.4,4.3,0.0,10.1,12.2,0.0,0.1,0.0,.052,-2.8,0.8,-1.9,0.0,2014
91,Gerald Henderson,SG,26,CHA,4,4,119,6.2,16.5,.378,0.0,4.0,.000,6.2,12.5,.500,4.9,7.6,.647,0.4,6.7,7.1,4.0,1.8,0.4,2.7,5.3,17.4,88,111,8.0,.438,.243,.459,1.0,16.5,8.4,12.9,1.8,0.7,11.9,20.2,-0.2,0.1,-0.1,-0.032,-5.0,0.5,-4.5,-0.1,2014
92,Roy Hibbert,C,27,IND,19,19,542,6.6,14.7,.449,0.0,0.1,.000,6.6,14.6,.452,4.4,5.7,.772,4.4,6.1,10.5,1.7,0.4,2.6,2.5,6.2,17.6,104,106,12.1,.511,.007,.388,10.0,13.3,11.7,5.4,0.4,4.4,12.7,17.7,0.2,0.7,0.9,.084,-2.6,0.3,-2.2,0.0,2014
93,Nenê,PF,31,WAS,10,10,325,10.8,23.2,.464,0.0,0.0,,10.8,23.2,.464,1.5,4.4,.346,1.3,7.6,8.9,4.4,1.5,1.9,2.9,6.1,23.0,93,100,12.2,.458,.000,.188,2.8,16.1,9.4,15.6,1.5,2.8,10.2,24.2,-0.3,0.7,0.3,.048,-0.8,0.9,0.1,0.2,2014
94,George Hill,PG,27,IND,19,19,687,6.2,14.1,.444,2.2,6.1,.364,4.0,8.0,.505,3.5,4.8,.721,1.0,4.6,5.6,4.5,1.8,0.3,2.2,3.4,18.2,110,107,12.8,.561,.433,.343,2.3,10.0,6.2,14.2,1.8,0.5,12.0,16.5,0.7,0.9,1.5,.107,-0.2,1.2,1.0,0.5,2014
95,Solomon Hill,SF,22,IND,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,114,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.018,-2.8,-0.3,-3.0,0.0,2014
96,Kirk Hinrich,PG,33,CHI,5,5,167,7.7,18.8,.411,2.4,6.4,.368,5.4,12.4,.432,0.7,1.3,.500,0.3,4.7,5.0,7.4,1.3,0.3,3.7,7.4,18.5,93,110,8.2,.476,.339,.071,0.7,10.0,5.2,24.4,1.3,0.5,16.0,19.8,-0.1,0.1,0.0,.005,-3.1,0.8,-2.2,0.0,2014
97,Ryan Hollins,PF,29,LAC,5,0,9,5.6,22.2,.250,0.0,0.0,,5.6,22.2,.250,5.6,5.6,1.000,5.6,11.1,16.7,0.0,0.0,0.0,5.6,16.7,16.7,71,112,-3.2,.338,.000,.250,12.3,26.5,19.1,0.0,0.0,0.0,18.4,26.2,0.0,0.0,0.0,-0.190,-14.1,-6.3,-20.3,0.0,2014
98,Dwight Howard,C,28,HOU,6,6,231,13.0,23.7,.547,0.0,0.0,,13.0,23.7,.547,9.0,14.3,.625,6.0,12.3,18.4,2.5,0.9,3.8,4.3,5.6,35.0,117,109,27.2,.581,.000,.604,12.5,26.9,19.5,8.5,0.9,6.0,12.4,28.2,0.7,0.2,0.9,.185,4.3,1.5,5.7,0.4,2014
99,Serge Ibaka,PF,24,OKC,17,17,581,7.8,13.2,.592,0.4,1.2,.385,7.3,12.0,.612,2.3,3.0,.765,2.8,7.6,10.4,1.1,1.0,3.8,1.8,4.8,18.4,122,107,16.6,.633,.088,.231,6.4,15.7,11.3,3.5,1.0,5.4,11.0,14.3,1.0,0.7,1.7,.143,1.1,1.7,2.8,0.7,2014
100,Andre Iguodala,SF,30,GSW,7,7,248,6.4,12.4,.516,1.6,3.0,.533,4.8,9.4,.511,4.0,6.6,.606,1.0,5.6,6.6,6.2,1.8,0.4,4.2,3.8,18.4,107,115,12.6,.601,.242,.532,2.3,13.2,7.6,18.7,1.8,0.7,21.5,16.7,0.2,0.1,0.3,.049,0.0,1.5,1.5,0.2,2014
101,Reggie Jackson,PG,23,OKC,19,4,531,7.3,15.8,.466,2.1,5.2,.396,5.3,10.6,.500,3.8,4.3,.886,1.3,5.8,7.1,4.5,0.5,0.4,3.7,4.8,20.6,108,113,11.8,.582,.329,.273,2.9,11.9,7.7,14.4,0.5,0.6,17.4,18.7,0.5,0.3,0.7,.067,-0.1,-0.9,-1.0,0.1,2014
102,Bernard James,C,28,DAL,2,0,8,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,6.5,0.0,6.5,0.0,6.5,0.0,0.0,0.0,0.0,219,106,12.1,,,,13.5,0.0,7.3,0.0,6.5,0.0,,0.0,0.0,0.0,0.0,.131,1.6,1.0,2.6,0.0,2014
103,LeBron James,PF,29,MIA,20,20,763,14.0,24.8,.565,2.6,6.3,.407,11.5,18.5,.618,9.4,11.7,.806,1.0,9.3,10.3,6.9,2.6,0.8,4.5,3.4,40.0,124,107,31.0,.668,.253,.471,2.5,21.4,12.3,25.6,2.6,1.4,12.9,31.6,3.4,0.9,4.3,.269,8.5,1.8,10.3,2.4,2014
104,Al Jefferson,C,29,CHA,3,3,106,13.0,26.5,.491,0.0,0.0,,13.0,26.5,.491,2.0,2.5,.800,3.0,11.0,14.0,1.0,0.5,2.5,0.5,3.5,28.0,106,110,19.2,.507,.000,.094,6.8,27.1,16.6,4.1,0.5,4.2,1.8,25.3,0.1,0.1,0.2,.082,2.2,0.1,2.3,0.1,2014
105,Amir Johnson,PF,26,TOR,7,7,191,9.6,14.7,.654,0.0,0.6,.000,9.6,14.1,.680,2.5,3.4,.750,4.5,7.4,11.9,2.0,0.8,1.1,3.4,8.2,21.8,119,110,16.4,.672,.038,.231,10.6,15.9,13.4,7.3,0.8,1.9,17.3,17.0,0.4,0.2,0.5,.137,0.6,0.6,1.3,0.2,2014
106,James Johnson,SF,26,MEM,3,0,28,9.7,29.0,.333,3.9,9.7,.400,5.8,19.3,.300,13.5,19.3,.700,7.7,3.9,11.6,0.0,1.9,0.0,0.0,5.8,36.7,115,111,21.4,.490,.333,.667,15.3,8.4,12.0,0.0,1.9,0.0,0.0,31.8,0.1,0.0,0.1,.160,8.1,-0.6,7.5,0.1,2014
107,Joe Johnson,SG,32,BRK,12,12,469,11.6,21.8,.533,2.6,6.3,.415,9.0,15.5,.580,4.3,5.1,.837,1.1,4.4,5.4,4.1,0.7,0.4,2.3,2.4,30.1,123,116,20.3,.626,.288,.234,2.3,10.5,6.2,14.5,0.7,0.6,8.6,23.1,1.4,0.1,1.5,.153,4.4,-0.5,3.8,0.7,2014
108,James Jones,SF,33,MIA,15,0,126,8.0,17.7,.450,6.6,14.1,.469,1.3,3.5,.375,0.9,1.3,.667,1.3,3.5,4.9,2.2,1.3,0.9,0.0,7.5,23.4,132,113,16.2,.641,.800,.075,3.3,8.2,5.8,6.7,1.3,1.5,0.0,16.7,0.4,0.1,0.4,.167,4.4,-0.5,3.9,0.2,2014
109,Perry Jones,PF,22,OKC,11,0,55,6.6,17.0,.389,2.8,9.5,.300,3.8,7.6,.500,0.0,0.0,,2.8,5.7,8.5,0.9,0.0,0.9,0.9,8.5,16.1,103,113,7.0,.472,.556,.000,6.5,11.7,9.3,3.0,0.0,1.4,5.3,15.7,0.0,0.0,0.0,.037,-2.5,-2.1,-4.5,0.0,2014
110,Terrence Jones,PF,22,HOU,6,2,138,7.5,14.6,.513,0.0,0.4,.000,7.5,14.3,.526,2.3,4.5,.500,6.4,7.5,13.9,3.0,1.9,1.1,0.8,4.9,17.3,126,113,17.9,.519,.026,.308,13.2,16.4,14.7,8.7,1.9,1.8,4.3,14.3,0.3,0.1,0.4,.140,2.5,0.7,3.2,0.2,2014
111,DeAndre Jordan,C,25,LAC,13,13,442,5.2,7.1,.730,0.0,0.0,,5.2,7.1,.730,3.7,8.6,.434,4.9,13.6,18.4,1.1,1.4,3.7,2.6,5.1,14.1,116,105,16.5,.648,.000,1.206,10.7,32.3,21.1,3.2,1.4,6.3,19.3,11.7,0.5,0.7,1.2,.130,0.6,1.8,2.4,0.5,2014
112,Cory Joseph,SG,22,SAS,17,0,87,10.1,20.8,.486,0.0,1.8,.000,10.1,19.1,.531,8.3,10.7,.778,0.6,4.8,5.4,5.4,1.8,0.0,2.4,4.2,28.6,114,106,18.3,.559,.086,.514,1.4,10.5,6.1,16.5,1.8,0.0,8.5,25.0,0.2,0.1,0.3,.159,0.5,1.9,2.3,0.1,2014
113,Michael Kidd-Gilchrist,SF,20,CHA,4,4,91,8.1,15.7,.519,0.0,0.6,.000,8.1,15.1,.538,3.5,5.8,.600,4.7,10.5,15.1,3.5,0.0,1.2,4.7,7.6,19.8,99,113,12.0,.541,.037,.370,10.6,25.8,17.9,12.0,0.0,2.0,20.3,20.7,0.0,0.1,0.0,.017,-3.3,0.8,-2.5,0.0,2014
